,Country_or_Area,Commodity-Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Finland,Of which: bio jet kerosene - Exports,Of which: bio jet kerosene,Exports,2015,"Metric tons,  thousand",1.0,
1,Finland,Of which: bio jet kerosene - Exports,Of which: bio jet kerosene,Exports,2014,"Metric tons,  thousand",0.0,
2,Finland,Of which: bio jet kerosene - Exports,Of which: bio jet kerosene,Exports,2013,"Metric tons,  thousand",0.0,
3,Finland,Of which: bio jet kerosene - Exports,Of which: bio jet kerosene,Exports,2012,"Metric tons,  thousand",0.0,
4,Finland,Of which: bio jet kerosene - Exports,Of which: bio jet kerosene,Exports,2011,"Metric tons,  thousand",1.0,
5,Finland,Of which: bio jet kerosene - Transfers and recycled products,Of which: bio jet kerosene,Transfers and recycled products,2015,"Metric tons,  thousand",-1.0,
6,Finland,Of which: bio jet kerosene - Transfers and recycled products,Of which: bio jet kerosene,Transfers and recycled products,2014,"Metric tons,  thousand",0.0,
7,Finland,Of which: bio jet kerosene - Transfers and recycled products,Of which: bio jet kerosene,Transfers and recycled products,2013,"Metric tons,  thousand",0.0,
8,Finland,Of which: bio jet kerosene - Transfers and recycled products,Of which: bio jet kerosene,Transfers and recycled products,2012,"Metric tons,  thousand",0.0,
9,Finland,Of which: bio jet kerosene - Transfers and recycled products,Of which: bio jet kerosene,Transfers and recycled products,2011,"Metric tons,  thousand",-1.0,
10,Finland,Of which: bio jet kerosene - Total energy supply,Of which: bio jet kerosene,Total energy supply,2015,"Metric tons,  thousand",-1.0,
11,Finland,Of which: bio jet kerosene - Total energy supply,Of which: bio jet kerosene,Total energy supply,2014,"Metric tons,  thousand",0.0,
12,Finland,Of which: bio jet kerosene - Total energy supply,Of which: bio jet kerosene,Total energy supply,2013,"Metric tons,  thousand",0.0,
13,Finland,Of which: bio jet kerosene - Total energy supply,Of which: bio jet kerosene,Total energy supply,2012,"Metric tons,  thousand",0.0,
14,Finland,Of which: bio jet kerosene - Total energy supply,Of which: bio jet kerosene,Total energy supply,2011,"Metric tons,  thousand",-1.0,
